MediaId,Media Name,Sentence Id,Sentence,Positive Score,Negative Score,Neutral Score,Compound Score
fa86a7434c56,October 11 2023 Civil War,154,"Mike, Mr. Payne, the well known Max Payne intersection Joseph Gordon Levitt at Egyptian Common Room Confederation Boulevard. ",0.11,,0.89,0.2732
fa86a7434c56,October 11 2023 Civil War,155,"Lyna, Louba, the tractable Parisienne nightmare What do you want Stephen.. Are you a Ghost? ",0.078,0.139,0.783,-0.25
fa86a7434c56,October 11 2023 Civil War,156," Bruce Wayne Enterprise n Conglomerate .anchor Matter and Dawn, What about Dusk? ",0.091,,0.909,0.0258
fa86a7434c56,October 11 2023 Civil War,157,Did you forget in all of us playing the chase of catch at unprecedented speed of realization. ,0.096,0.102,0.802,-0.0258
fa86a7434c56,October 11 2023 Civil War,158,"Hrishi Mukherjee, A Name to have contended with. ",,,1,
fa86a7434c56,October 11 2023 Civil War,159,"A name that metamorphically hides itself in thy face as it surfaces above the smirk with dear sister Clara having had drowned in her own brotherly fantasies. William H. Lister, a man of men and men at the Bridgehead mark from the dog shooting rock off at the latest tapestery. ",0.047,0.101,0.851,-0.4588
fa86a7434c56,October 11 2023 Civil War,160,"Mike, Mr. Payne, the well known Max Payne intersection Joseph Gordon Levitt at Egyptian Common Room. ",0.123,,0.877,0.2732
fa86a7434c56,October 11 2023 Civil War,161,Confederation Boulevard. ,,,1,
fa86a7434c56,October 11 2023 Civil War,162,"Lyna, Louba, the tractable Parisienne nightmare What do you want Stephen.. Are you a Ghost? ",0.078,0.139,0.783,-0.25
fa86a7434c56,October 11 2023 Civil War,163," Bruce Wayne Enterprise n Conglomerate .anchor Matter and Dawn, What about Dusk? ",0.091,,0.909,0.0258
fa86a7434c56,October 11 2023 Civil War,164,Did you forget in all of us playing the chase of catch at unprecedented speed of realization. ,0.096,0.102,0.802,-0.0258
fa86a7434c56,October 11 2023 Civil War,165,"Hrishi Mukherjee, A Name to have contended with. ",,,1,
fa86a7434c56,October 11 2023 Civil War,166,"A name that metamorphically hides itself in thy face as it surfaces above the smirk with dear sister Clara having had drowned in her own brotherly fantasies. William H. Lister, a man of men and men at the Bridgehead mark from the dog shooting rock off at the latest tapestery. ",0.047,0.101,0.851,-0.4588
fa86a7434c56,October 11 2023 Civil War,167,"Mike, Mr. Payne, the well known Max Payne intersection Joseph Gordon Levitt at Egyptian Common Room Confederation Boulevard. ",0.11,,0.89,0.2732
fa86a7434c56,October 11 2023 Civil War,168,"Lyna, Louba, the tractable Parisienne nightmare What do you want Stephen.. Are you a Ghost? ",0.078,0.139,0.783,-0.25
fa86a7434c56,October 11 2023 Civil War,169," Bruce Wayne Enterprise n Conglomerate .anchor Matter and Dawn, What about Dusk? ",0.091,,0.909,0.0258
fa86a7434c56,October 11 2023 Civil War,170,"Did you forget inch on mofo inch on in ch ya Into, the dark knight he goes them thems they thems on inch on mofo inch on in ch ya Into, the dark knight he goes them thems they thems on inch on mofo inch on in ch ya Into, the dark knight he goes them thems they thems on inch on mofo inch on in ch ya Into, the dark knight he goes them thems they thems on inch on mofo inch on in ch ya Into, the dark knight he goes them thems they thems on inch on mofo inch on in ch ya Into, the dark knight he goes them thems they thems on It sure is reigny as hell jurisdiction. ",0.016,0.187,0.798,-0.9766
fa86a7434c56,October 11 2023 Civil War,171, Christina Are you leaving? . ,,,1,
fa86a7434c56,October 11 2023 Civil War,172,"DA, Constable, No Appoint n ments found. . ",,0.239,0.761,-0.296
fa86a7434c56,October 11 2023 Civil War,173,jurisdiction. ,,,1,
fa86a7434c56,October 11 2023 Civil War,174, Christina Are you leaving? . ,,,1,
fa86a7434c56,October 11 2023 Civil War,175,"DA, Constable, No Appoint n ments found. . ",,0.239,0.761,-0.296
fa86a7434c56,October 11 2023 Civil War,176,jurisdiction. ,,,1,
fa86a7434c56,October 11 2023 Civil War,177, Christina Are you leaving? . ,,,1,
fa86a7434c56,October 11 2023 Civil War,178,"DA, Constable, No Appoint n ments found. . ",,0.239,0.761,-0.296
fa86a7434c56,October 11 2023 Civil War,179,jurisdiction. ,,,1,
fa86a7434c56,October 11 2023 Civil War,180, Christina Are you leaving? . ,,,1,
fa86a7434c56,October 11 2023 Civil War,181,"DA, Constable, No Appoint n ments found. . ",,0.239,0.761,-0.296
fa86a7434c56,October 11 2023 Civil War,182,jurisdiction. ,,,1,
fa86a7434c56,October 11 2023 Civil War,183, Christina Are you leaving? . ,,,1,
fa86a7434c56,October 11 2023 Civil War,184,"DA, Constable, No Appoint n ments found. . ",,0.239,0.761,-0.296
fa86a7434c56,October 11 2023 Civil War,185,jurisdiction. ,,,1,
fa86a7434c56,October 11 2023 Civil War,186, Christina Are you leaving? . ,,,1,
fa86a7434c56,October 11 2023 Civil War,187,"DA, Constable, No Appoint n ments found. . ",,0.239,0.761,-0.296
fa86a7434c56,October 11 2023 Civil War,188,"language is immersed within time itself, therefore the usage must reflect the principle of time m m. . ",,,1,
fa86a7434c56,October 11 2023 Civil War,189,. ,,,1,
fa86a7434c56,October 11 2023 Civil War,190,. ,,,1,
fa86a7434c56,October 11 2023 Civil War,191, therefore the language must reflect the first principle of QtD. ,,,1,
fa86a7434c56,October 11 2023 Civil War,192,"(the language is immersed within time itself, therefore the usage must reflect the principle of time.). ",,,1,
fa86a7434c56,October 11 2023 Civil War,193,Postulate Io Man shall act in line with the principle of QD1d2. ,,,1,
fa86a7434c56,October 11 2023 Civil War,194,May 19 2022 The matrix the human is brought into reproduces itself several manifold through which time dilated spiral twisting test tube as the image it is is the image it was an will d be. ,,,1,
fa86a7434c56,October 11 2023 Civil War,195,"image .ds image May 19 2022 Arc de Triomphe, Paris, France 319 August 19 2023 Confederation Boulevard, Ottawa, New Canada 320 m. . ",,,1,
fa86a7434c56,October 11 2023 Civil War,196,. ,,,1,
fa86a7434c56,October 11 2023 Civil War,197,. ,,,1,
fa86a7434c56,October 11 2023 Civil War,198, therefore the language must reflect the first principle of QtD. ,,,1,
fa86a7434c56,October 11 2023 Civil War,199,"(the language is immersed within time itself, therefore the usage must reflect the principle of time.). ",,,1,
fa86a7434c56,October 11 2023 Civil War,200,Postulate Io Man shall act in line with the principle of QD1d2. ,,,1,
fa86a7434c56,October 11 2023 Civil War,201,May 19 2022 The matrix the human is brought into reproduces itself several manifold through which time dilated spiral twisting test tube as the image it is is the image it was an will d be. ,,,1,
fa86a7434c56,October 11 2023 Civil War,202,"image .ds image May 19 2022 Arc de Triomphe, Paris, France 319 August 19 2023 Confederation Boulevard, Ottawa, New Canada 320 m. . ",,,1,
fa86a7434c56,October 11 2023 Civil War,203,. ,,,1,
fa86a7434c56,October 11 2023 Civil War,204,. ,,,1,
fa86a7434c56,October 11 2023 Civil War,205, therefore the language must reflect the first principle of QtD. ,,,1,
fa86a7434c56,October 11 2023 Civil War,206,"(the language is immersed within time itself, therefore the usage must reflect the principle of time.). ",,,1,
fa86a7434c56,October 11 2023 Civil War,207,Postulate Io Man shall act in line with the principle of QD1d2. ,,,1,
fa86a7434c56,October 11 2023 Civil War,208,May 19 2022 The matrix the human is brought into reproduces itself several manifold through which time dilated spiral twisting test tube as the image it is is the image it was an will d be. ,,,1,
fa86a7434c56,October 11 2023 Civil War,209,"image .ds image May 19 2022 Arc de Triomphe, Paris, France 319 August 19 2023 Confederation Boulevard, Ottawa, New Canada 320 m. . ",,,1,
fa86a7434c56,October 11 2023 Civil War,210," IRT,IRS combine Hildr likes Lockheed new triplet(CSIS, RC MP, Sea Sis).terr Rowans.Clara.Latifa Julius.Howard.Hrishi .end(fins here) go on.GOL(A) Kennedy, Barack, Bill, Becky (Zooms) Tether ware .jester Rolling Barrage, Rolling Thunder .renaissance.rene.ox junior, Knights in shining Armour! ",0.083,,0.917,0.4753
fa86a7434c56,October 11 2023 Civil War,211,Who Ha! ,,,1,
fa86a7434c56,October 11 2023 Civil War,212,Meenu Sundeep Bruce Elon(n)ewp! ,,,1,
fa86a7434c56,October 11 2023 Civil War,213,for(float i 1f f nz you sall not pass!). ,,,1,
fa86a7434c56,October 11 2023 Civil War,214, h h.centennial.king .knight fudge recipe vancouver oops pops a cherry opens a coke call it a coca cola cherry Timmy! ,,,1,
fa86a7434c56,October 11 2023 Civil War,215,"Silly, Timmy! ",0.582,,0.418,0.1007
fa86a7434c56,October 11 2023 Civil War,216," 3579, 3569, 3508 .point s 080910 22 1143.permute to correction Constable.Confederation Probably Terrible No Respect Constable.Confederation Probably Terrible No Respect Constable.Confederation Probably Terrible No Respect Constable.Confederation Probably Terrible No Respect Constable.Confederation Probably Terrible No Respect Constable.Confederation Probably Terrible No Respect Constable.Confederation.by.Bytown.Boulevard hm .notready.Awaitable.terraCornii Magmus Constable.Confederation.by.Bytown.Boulevard hm .notready.Awaitable.terraCornii Magmus Constable.Confederation.by.Bytown.Boulevard hm .notready.Awaitable.terraCornii Magmus Constable.Confederation.by.Bytown.Boulevard hm .notready.Awaitable.terraCornii Magmus Constable.Confederation.by.Bytown.Boulevard hm .notready.Awaitable.terraCornii Magmus Constable.Confederation.by.Bytown.Boulevard hm .notready.Awaitable.terraCornii Magmus Constable.Confederation.Clara Constable.Confederation.Clara Constable.Confederation.Clara Constable.Confederation.Clara Constable.Confederation.Clara Constable.Confederation.Clara Constable.Confederation.clock.brotherly Constable.Confederation.clock.brotherly Constable.Confederation.clock.brotherly Constable.Confederation.clock.brotherly Constable.Confederation.clock.brotherly Constable.Confederation.clock.brotherly Deadfall Junction eye yet visible to the dark augmented reality of reality. ",,0.309,0.691,-0.9848
fa86a7434c56,October 11 2023 Civil War,217,Although many eye yet visible to the dark augmented reality of reality. ,,,1,
fa86a7434c56,October 11 2023 Civil War,218,Although many eye yet visible to the dark augmented reality of reality. ,,,1,
fa86a7434c56,October 11 2023 Civil War,219,Although many eye yet visible to the dark augmented reality of reality. ,,,1,
fa86a7434c56,October 11 2023 Civil War,220,Although many eye yet visible to the dark augmented reality of reality. ,,,1,
fa86a7434c56,October 11 2023 Civil War,221,Although many eye yet visible to the dark augmented reality of reality. ,,,1,
fa86a7434c56,October 11 2023 Civil War,222,"Although many Green Red Light Intermittent Yellow Light Window of Opportunity Frame Ref Red Light Red Light 321 23...0 30...0 092808192023 Citadel .recursive Green Red Light Intermittent Yellow Light Window of Opportunity Frame Ref Red Light Red Light 321 23...0 30...0 092808192023 Citadel .recursive had taken a course of its own, the city which quietly slept on its had taken a course of its own, the city which quietly slept on its had taken a course of its own, the city which quietly slept on its had taken a course of its own, the city which quietly slept on its had taken a course of its own, the city which quietly slept on its had taken a course of its own, the city which quietly slept on its he Abh , also known as the Carsarh Geeulacr or Kin of the Stars , are a subspecies of human which were originally artificially created humanoids They were created for long term space exploration in place of humans. ",0.067,,0.933,0.8591
fa86a7434c56,October 11 2023 Civil War,223," space Los Abh , tambien conocidos como Carsarh Gereulacr o Kin of the Starts , son una subspecie de humanos que originalmente fueron creados artificialmente humanoides. ",,,1,
fa86a7434c56,October 11 2023 Civil War,224,Fueron creados para la exploracion espacial a largo plazo en lugar de los humanos. space rock space AX 2220 AX ) 3044 . ,,,1,
fa86a7434c56,October 11 2023 Civil War,225," AX 7999 AX 8000 space 0 hr additions h limit for the third millenium, 7 limit for thead the third millenium, the question probable of the eighth millenium. ",,,1,
fa86a7434c56,October 11 2023 Civil War,226,"Corpii Magma Book 3 Sire E Hrishi Mukherjee I space rock rock rock rock rock rock rock rock rock Contiiguous Block O 2220 O ) 3044 O 7999 O ) 8000 K 2220 K ) 3044 K 7999 K ) 8000 P 2220 P ) 3044 P 7999 P ) 8000 WASD O 2220 UHJK O 3044 RDFG O 7999 IJKL O 8000 A 2220 A ) 3044 O 7999 O 8000 JB 2220 JB ) 3044 JB 7999 JB 8000 HM 2220 HM ) 3044 HM 7999 HM 8000 JKR 2220 JKR ) 3044 JKR 7999 JKR 8000 MP 2220 MP ) 3044 MP 7999 MP 8000 ET 2220 ET ) 3044 ET 7999 ET 8000 WYNT 2220 WYNT ) 3044 WYNT 7999 WYNT 8000 AQ 2220 AQ ) 3044 AQ O 7999 AQ 8000 AC 2220 AC ) 3044 AC 7999 AC 8000 AC 2220 AC ) 3044 AC 7999 AC 8000 AX 2220 AX ) 3044 AX 7999 AX 8000 TF 2220 TF ) 3044 TF 7999 TF 8000 he Abh , also known as the Carsarh Geeulacr or Kin of the Stars , are a subspecies of human which were originally artificially created humanoids They were created for long term space exploration in place of humans. ",0.027,0.014,0.959,0.25
fa86a7434c56,October 11 2023 Civil War,227," space Los Abh , tambien conocidos como Carsarh Gereulacr o Kin of the Starts , son una subspecie de humanos que originalmente fueron creados artificialmente humanoides. ",,,1,
fa86a7434c56,October 11 2023 Civil War,228,"Fueron creados para la exploracion espacial a largo plazo en lugar de los humanos. space rock space AX 2220 AX ) 3044 AX 7999 AX 8000 space 0 hr additions h limit for the third millenium, 7 limit for thead the third millenium, the question probable of the eighth millenium. ",,,1,
fa86a7434c56,October 11 2023 Civil War,229,"Corpii Magma Book 3 Sire E Hrishi Mukherjee I space rock rock rock rock rock rock rock rock rock Contiiguous Block O 2220 O ) 3044 O 7999 O ) 8000 K 2220 K ) 3044 K 7999 K ) 8000 P 2220 P ) 3044 P 7999 P ) 8000 WASD O 2220 UHJK O 3044 RDFG O 7999 IJKL O 8000 A 2220 A ) 3044 O 7999 O 8000 JB 2220 JB ) 3044 JB 7999 JB 8000 HM 2220 HM ) 3044 HM 7999 HM 8000 JKR 2220 JKR ) 3044 JKR 7999 JKR 8000 MP 2220 MP ) 3044 MP 7999 MP 8000 ET 2220 ET ) 3044 ET 7999 ET 8000 WYNT 2220 WYNT ) 3044 WYNT 7999 WYNT 8000 AQ 2220 AQ ) 3044 AQ O 7999 AQ 8000 AC 2220 AC ) 3044 AC 7999 AC 8000 AC 2220 AC ) 3044 AC 7999 AC 8000 AX 2220 AX ) 3044 AX 7999 AX 8000 TF 2220 TF ) 3044 TF 7999 TF 8000 Hello Worlds, Ever Since the City of Ottawa has been tormented by its Hello Worlds, Ever Since the City of Ottawa has been tormented by its Hello, this is Abadi Font. ",,0.014,0.986,-0.4404
fa86a7434c56,October 11 2023 Civil War,230,Dominion Tavern. ,,,1,
fa86a7434c56,October 11 2023 Civil War,231,Clarendon Tavern. ,,,1,
fa86a7434c56,October 11 2023 Civil War,232,"The Shore Hello, this is Abadi Font. ",,,1,
fa86a7434c56,October 11 2023 Civil War,233,Dominion Tavern. ,,,1,
fa86a7434c56,October 11 2023 Civil War,234,Clarendon Tavern. ,,,1,
fa86a7434c56,October 11 2023 Civil War,235,The Shore How man is supposed to fix his own image whence man emerges from thy image and yet man is thy image itself? ,,,1,
fa86a7434c56,October 11 2023 Civil War,236,"III U II Surveillance Helicopter.0.1 212 WELDT 3411 additive symbols 22, 22, 22, 23 III U II Surveillance Helicopter.0.1 212 WELDT 3411 additive symbols 22, 22, 22, 23 III U II Surveillance Helicopter.0.1 212 WELDT 3411 additive symbols 22, 22, 22, 23 III U II Surveillance Helicopter.0.1 212 WELDT 3411 additive symbols 22, 22, 22, 23 III U II Surveillance Helicopter.0.1 212 WELDT 3411 additivesymbols 22, 22, 22, 23 III U II Surveillance Helicopter.0.1 WELDT 3411 additive symbols 22, 22, 22, 23 immediate future yet both language past present future are evoiquant within dense immediate future yet both language past present future are evoiquant within dense immediate future yet both. ",,,1,
fa86a7434c56,October 11 2023 Civil War,237,"on the Benny Buddy, you're a Bad Bunny. Poetry at the Tavern on the Falls takes you to the Tavern. ",,0.156,0.844,-0.5423
fa86a7434c56,October 11 2023 Civil War,238,Club Oz Cafe No Play No Food and Wine Maple Whiskey Vodka Soda Anti Profa Majors Hill Park ER The Silver Fox What about the Riviera? ,0.065,0.148,0.787,-0.3502
fa86a7434c56,October 11 2023 Civil War,239,What about the Laff? ,,,1,
fa86a7434c56,October 11 2023 Civil War,240,It's about Champagne Dit Lambert Antiques It's about River House.x Another document Another day Another life A wife A strife Rifle Marksman Crackdown No Neptune in Uranus Club Oz Cafe No Play No Food and Wine Maple Whiskey Vodka Soda Anti Profa Majors Hill Park ER The Silver Fox What about the Riviera? ,0.07,0.111,0.819,-0.3502
fa86a7434c56,October 11 2023 Civil War,241,What about the Laff? ,,,1,
fa86a7434c56,October 11 2023 Civil War,242,It's about Champagne Dit Lambert Antiques It's about River House.x Another document Another day Another life A wife A strife Rifle Marksman Crackdown No Neptune in Uranus Club. ,0.072,0.072,0.855,
fa86a7434c56,October 11 2023 Civil War,243,Oz Cafe . ,,,1,
fa86a7434c56,October 11 2023 Civil War,244,No Play. ,,0.671,0.329,-0.2584
fa86a7434c56,October 11 2023 Civil War,245,No Food and Wine. ,,0.423,0.577,-0.296
fa86a7434c56,October 11 2023 Civil War,246,Maple Whiskey Vodka Soda. ,,,1,
fa86a7434c56,October 11 2023 Civil War,247,Anti Profa Majors Hill Park. ,,0.365,0.635,-0.3182
fa86a7434c56,October 11 2023 Civil War,248,ER The Silver Fox. ,,,1,
fa86a7434c56,October 11 2023 Civil War,249,What about the Riviera? ,,,1,
fa86a7434c56,October 11 2023 Civil War,250,What about the Laff? ,,,1,
fa86a7434c56,October 11 2023 Civil War,251,It's about Champagne Dit Lambert Antiques. ,0.306,,0.694,0.296
fa86a7434c56,October 11 2023 Civil War,252,It's about River House.x Another document Another day Another life A wife A strife Rifle Marksman Crackdown No. ,,,1,
fa86a7434c56,October 11 2023 Civil War,253,Neptune in Uranus Club. ,,,1,
fa86a7434c56,October 11 2023 Civil War,254,Oz Cafe . ,,,1,
fa86a7434c56,October 11 2023 Civil War,255,No Play. ,,0.671,0.329,-0.2584
fa86a7434c56,October 11 2023 Civil War,256,No Food and Wine. ,,0.423,0.577,-0.296
fa86a7434c56,October 11 2023 Civil War,257,Maple Whiskey Vodka Soda. ,,,1,
fa86a7434c56,October 11 2023 Civil War,258,AntiProfa Majors Hill Park. ,,,1,
fa86a7434c56,October 11 2023 Civil War,259,ER The Silver Fox. ,,,1,
fa86a7434c56,October 11 2023 Civil War,260,What about the Riviera? ,,,1,
fa86a7434c56,October 11 2023 Civil War,261,What about the Laff? ,,,1,
fa86a7434c56,October 11 2023 Civil War,262,It's about Champagne Dit Lambert Antiques. ,0.306,,0.694,0.296
fa86a7434c56,October 11 2023 Civil War,263,It's about River House.x Another document Another day Another life A wife A strife Rifle Marksman Crackdown No. ,,,1,
fa86a7434c56,October 11 2023 Civil War,264,Neptune in Uranus Club. ,,,1,
fa86a7434c56,October 11 2023 Civil War,265,Oz Cafe . ,,,1,
fa86a7434c56,October 11 2023 Civil War,266,No Play. ,,0.671,0.329,-0.2584
fa86a7434c56,October 11 2023 Civil War,267,No Food and Wine. ,,0.423,0.577,-0.296
fa86a7434c56,October 11 2023 Civil War,268,Maple Whiskey Vodka Soda. ,,,1,
fa86a7434c56,October 11 2023 Civil War,269,Anti Profa Majors Hill Park. ,,0.365,0.635,-0.3182
fa86a7434c56,October 11 2023 Civil War,270,ER The Silver Fox. ,,,1,
fa86a7434c56,October 11 2023 Civil War,271,What about the Riviera? ,,,1,
fa86a7434c56,October 11 2023 Civil War,272,What about the Laff? ,,,1,
fa86a7434c56,October 11 2023 Civil War,273,It's about Champagne Dit Lambert Antiques. ,0.306,,0.694,0.296
fa86a7434c56,October 11 2023 Civil War,274,It's about River House.x Another document Another day Another life A wife A strife Rifle Marksman Crackdown No. ,,,1,
fa86a7434c56,October 11 2023 Civil War,275,Neptune in Uranus Club. ,,,1,
fa86a7434c56,October 11 2023 Civil War,276,Oz Cafe . ,,,1,
fa86a7434c56,October 11 2023 Civil War,277,No Play. ,,0.671,0.329,-0.2584
fa86a7434c56,October 11 2023 Civil War,278,No Food and Wine. ,,0.423,0.577,-0.296
fa86a7434c56,October 11 2023 Civil War,279,Maple Whiskey Vodka Soda. ,,,1,
fa86a7434c56,October 11 2023 Civil War,280,Anti Profa Majors Hill Park. ,,0.365,0.635,-0.3182
fa86a7434c56,October 11 2023 Civil War,281,ER The Silver Fox. ,,,1,
fa86a7434c56,October 11 2023 Civil War,282,What about the Riviera? ,,,1,
fa86a7434c56,October 11 2023 Civil War,283,What about the Laff? ,,,1,
fa86a7434c56,October 11 2023 Civil War,284,It's about Champagne Dit Lambert Antiques. ,0.306,,0.694,0.296
fa86a7434c56,October 11 2023 Civil War,285,It's about River House.x Another document Another day Another life A wife A strife Rifle Marksman Crackdown No. ,,,1,
fa86a7434c56,October 11 2023 Civil War,286,Neptune in Uranus Club. ,,,1,
fa86a7434c56,October 11 2023 Civil War,287,Oz Cafe . ,,,1,
fa86a7434c56,October 11 2023 Civil War,288,No Play. ,,0.671,0.329,-0.2584
fa86a7434c56,October 11 2023 Civil War,289,No Food and Wine. ,,0.423,0.577,-0.296
fa86a7434c56,October 11 2023 Civil War,290,Maple Whiskey Vodka Soda. ,,,1,
fa86a7434c56,October 11 2023 Civil War,291,Anti Profa Majors Hill Park. ,,0.365,0.635,-0.3182
fa86a7434c56,October 11 2023 Civil War,292,ER The Silver Fox. ,,,1,
fa86a7434c56,October 11 2023 Civil War,293,What about the Riviera? ,,,1,
fa86a7434c56,October 11 2023 Civil War,294,What about the Laff? ,,,1,
fa86a7434c56,October 11 2023 Civil War,295,It's about Champagne Dit Lambert Antiques. ,0.306,,0.694,0.296
fa86a7434c56,October 11 2023 Civil War,296,It's about River House.x Another document Another day Another life A wife A strife Rifle Marksman Crackdown No. ,,,1,
fa86a7434c56,October 11 2023 Civil War,297,Neptune in Uranus Club. ,,,1,
fa86a7434c56,October 11 2023 Civil War,298,Oz Cafe . ,,,1,
fa86a7434c56,October 11 2023 Civil War,299,No Play. ,,0.671,0.329,-0.2584
fa86a7434c56,October 11 2023 Civil War,300,No Food and Wine. ,,0.423,0.577,-0.296
fa86a7434c56,October 11 2023 Civil War,301,Maple Whiskey Vodka Soda. ,,,1,
fa86a7434c56,October 11 2023 Civil War,302,Anti Profa Majors Hill Park. ,,0.365,0.635,-0.3182
fa86a7434c56,October 11 2023 Civil War,303,ER The Silver Fox. ,,,1,
fa86a7434c56,October 11 2023 Civil War,304,What about the Riviera? ,,,1,
fa86a7434c56,October 11 2023 Civil War,305,What about the Laff? ,,,1,
fa86a7434c56,October 11 2023 Civil War,306,It's about Champagne Dit Lambert Antiques. ,0.306,,0.694,0.296
fa86a7434c56,October 11 2023 Civil War,307,It's about River House.x Another document Another day Another life A wife A strife Rifle Marksman Crackdown No. ,,,1,
fa86a7434c56,October 11 2023 Civil War,308,"Neptune in Uranus Code Execution IRT,IRS combine Hildr likes Lockheed new triplet(CSIS, RC MP, Sea Sis).terr BringBack Rowans.Clara.Latifa Throw Down Julius.Howard.Hrishi .end(fins here) go. ",0.109,,0.891,0.4215
fa86a7434c56,October 11 2023 Civil War,309,"on.GOL(A) Kennedy, Barack, Bill, Becky (Zooms) Tether ware Atsync .jester RollingBarrage, Rolling Thunder .renaissance.rene.ox junior, Knights in shining Armour! ",,,1,
fa86a7434c56,October 11 2023 Civil War,310,WhoHa! ,,,1,
fa86a7434c56,October 11 2023 Civil War,311,Meenu Sundeep Bruce Elon(n)ewp! ,,,1,
fa86a7434c56,October 11 2023 Civil War,312,for(float i 1f f nz you sall not pass!). ,,,1,
fa86a7434c56,October 11 2023 Civil War,313, h h.centennial.king .knight fudge recipe vancouver oops pops a cherry opens a coke call it a coca cola cherry Timmy! ,,,1,
fa86a7434c56,October 11 2023 Civil War,314,"Silly, Timmy! ",0.582,,0.418,0.1007
fa86a7434c56,October 11 2023 Civil War,315," 3579, 3569, 3508 .point acummulated s 080910 22 1143.permute to correction Code Execution IRT,IRS combine Hildr likes Lockheed new triplet(CSIS, RC MP, Sea Sis).terr Bring Back Rowans.Clara.Latifa Throw Down Julius.Howard.Hrishi .end(fins here) go on.GOL(A) Kennedy, Barack, Bill, Becky (Zooms) Tether ware Atsync .jester Rolling Barrage, RollingThunder .renaissance.rene.ox junior, Knights in shining Armour! ",0.057,,0.943,0.4753
fa86a7434c56,October 11 2023 Civil War,316,Who Ha! ,,,1,
fa86a7434c56,October 11 2023 Civil War,317,Meenu Sundeep Bruce Elon(n)ewp! ,,,1,
fa86a7434c56,October 11 2023 Civil War,318,for(float i 1f f nz you sall not pass!). ,,,1,
fa86a7434c56,October 11 2023 Civil War,319, h h.centennial.king .knight fudge recipe vancouver oops pops a cherry opens a coke call it a coca cola cherry Timmy! ,,,1,
fa86a7434c56,October 11 2023 Civil War,320,"Silly, Timmy! ",0.582,,0.418,0.1007
fa86a7434c56,October 11 2023 Civil War,321," 3579, 3569, 3508 .point acummulated s 080910 22 1143.permute to correction Code Execution IRT,IRS combine Hildr likes Lockheed new triplet(CSIS, RC MP, Sea Sis).terr Bring Back Rowans.Clara.Latifa Throw Down Julius.Howard.Hrishi .end(fins here) go on.GOL(A) Kennedy, Barack, Bill, Becky (Zooms) Tether ware Atsync .jester Rolling Barrage, RollingThunder .renaissance.rene.ox junior, Knights in shining Armour! ",0.057,,0.943,0.4753
fa86a7434c56,October 11 2023 Civil War,322,Who Ha! ,,,1,
fa86a7434c56,October 11 2023 Civil War,323,Meenu Sundeep Bruce Elon(n)ewp! ,,,1,
fa86a7434c56,October 11 2023 Civil War,324,for(float i 1f f nz you sall not pass!). ,,,1,
fa86a7434c56,October 11 2023 Civil War,325, h h.centennial.king .knight fudge recipe vancouver oops pops a cherry opens a coke call it a coca cola cherry Timmy! ,,,1,
fa86a7434c56,October 11 2023 Civil War,326,"Silly, Timmy! ",0.582,,0.418,0.1007
fa86a7434c56,October 11 2023 Civil War,327," 3579, 3569, 3508 .point acummulated s 080910 22 1143.permute to correction Code Execution IRT,IRS combine Hildr likes Lockheed new triplet(CSIS, RC MP, Sea Sis).terr Bring Back Rowans.Clara.Latifa Throw Down Julius.Howard.Hrishi .end(fins here) go on.GOL(A) Kennedy, Barack, Bill, Becky (Zooms) Tether ware Atsync .jester Rolling Barrage, RollingThunder .renaissance.rene.ox junior, Knights in shining Armour! ",0.057,,0.943,0.4753
fa86a7434c56,October 11 2023 Civil War,328,Who Ha! ,,,1,
fa86a7434c56,October 11 2023 Civil War,329,Meenu Sundeep Bruce Elon(n)ewp! ,,,1,
fa86a7434c56,October 11 2023 Civil War,330,for(float i 1f f nz you sall not pass!). ,,,1,
fa86a7434c56,October 11 2023 Civil War,331, h h.centennial.king .knight fudge recipe vancouver oops pops a cherry opens a coke call it a coca cola cherry Timmy! ,,,1,
fa86a7434c56,October 11 2023 Civil War,332,"Silly, Timmy! ",0.582,,0.418,0.1007
fa86a7434c56,October 11 2023 Civil War,333," 3579, 3569, 3508 .point acummulated s 080910 22 1143.permute to correction Code Execution IRT,IRS combine Hildr likes Lockheed new triplet(CSIS, RC MP, Sea Sis).terr Bring Back Rowans.Clara.Latifa ThrowDown Julius.Howard.Hrishi .end(fins here) go on.GOL(A) Kennedy, Barack, Bill, Becky (Zooms) Tether ware Atsync .jester Rolling Barrage, Rolling Thunder .renaissance.rene.ox junior, Knights in shining Armour! ",0.057,,0.943,0.4753
fa86a7434c56,October 11 2023 Civil War,334,Who Ha! ,,,1,
fa86a7434c56,October 11 2023 Civil War,335,Meenu Sundeep Bruce Elon(n)ewp! ,,,1,
fa86a7434c56,October 11 2023 Civil War,336,for(float i 1f f nz you sall not pass!). ,,,1,
fa86a7434c56,October 11 2023 Civil War,337, h h.centennial.king .knight fudge recipe vancouver oops pops a cherry opens a coke call it a coca cola cherry Timmy! ,,,1,
fa86a7434c56,October 11 2023 Civil War,338,"Silly, Timmy! ",0.582,,0.418,0.1007
fa86a7434c56,October 11 2023 Civil War,339," 3579, 3569, 3508 .point acummulated s 080910 22 1143.permute to correction Code Execution. ",,,1,
